機構代碼,機構名稱,權屬別,型態別,縣市區名,電話,地址,診療科別,1語言治療師,2牙體技術師,3聽力師,4牙體技術士,5驗光師,6驗光生,A醫師,B中醫師,C牙醫師,D藥師,E藥劑生,F護理師,G護士,H助產士,I助產師,J醫事檢驗師,K醫事檢驗生,L鑲牙生,M中藥員,N齒模員,P接骨員,Q物理治療師,R職能治療師,S醫事放射師,T醫事放射士,U物理治療生,W職能治療生,V呼吸治療師,X諮商心理師,Y臨床心理師,Z營養師
3838020075,冠雲中醫診所,私立中醫診所,中醫一般診所,南投縣埔里鎮,049-2987150,南投縣埔里鎮中山路二段３５１號,,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838020119,十方中醫診所,私立中醫診所,中醫一般診所,南投縣埔里鎮,049-2996279,南投縣埔里鎮西安路一段333號1樓,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838020128,濟生中醫診所,私立中醫診所,中醫一般診所,南投縣埔里鎮,049-2900719,南投縣埔里鎮中正路４３５號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838021161,大眾中醫診所,私立中醫診所,中醫一般診所,南投縣埔里鎮,049-2995333,南投縣埔里鎮南昌街202號,,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838021198,隆昇中醫診所,私立中醫診所,中醫一般診所,南投縣埔里鎮,049-2998003,南投縣埔里鎮隆生路81號,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838021223,元濟中醫診所,私立中醫診所,中醫一般診所,南投縣埔里鎮,049-2906386,南投縣埔里鎮中華路257號,,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838021241,普仁中醫診所,私立中醫診所,中醫診所,南投縣埔里鎮,049-2930373,南投縣埔里鎮東峰路19號,,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838030026,明山中醫診所,私立中醫診所,中醫專科診所,南投縣草屯鎮,049-2334377,南投縣草屯鎮炎峰街１７號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838030071,蒼生中醫診所,私立中醫診所,中醫一般診所,南投縣草屯鎮,049-2334747,南投縣草屯鎮草溪路９５９號,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838030277,佳仁堂中醫診所,私立中醫診所,中醫一般診所,南投縣草屯鎮,049-2320938,南投縣草屯鎮中正路685、687號1F,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837081154,豐田中醫診所,私立中醫診所,中醫一般診所,彰化縣二林鎮,04-8957909___總面積:74.95,彰化縣二林鎮豐田里大成路一段59號、59-1號,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837081181,德桂中醫診所,私立中醫診所,中醫一般診所,彰化縣二林鎮,04-8958388___總面積:99,彰化縣二林鎮豐田里南安路30號,,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837091034,品豪中醫診所,私立中醫診所,中醫診所,彰化縣線西鄉,04-7585999___總面積:55.57,彰化縣線西鄉沿海路一段８１２之１號,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837100029,陳增智中醫診所,私立中醫診所,中醫一般診所,彰化縣伸港鄉,47990790,彰化縣伸港鄉新港村忠孝路２５號,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837101080,榮脩中醫診所,私立中醫診所,中醫診所,彰化縣伸港鄉,04-7985377___總面積:99.15,彰化縣伸港鄉中山路６５號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837121064,昌德中醫診所,私立中醫診所,中醫一般診所,彰化縣秀水鄉,04-7691539___總面積:39.65,彰化縣秀水鄉福安村中山路五二九號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837121073,祥賀中醫診所,私立中醫診所,中醫一般診所,彰化縣秀水鄉,04-7699768___總面積:76,彰化縣秀水鄉中山路335號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837121082,佶昌中醫診所,私立中醫診所,中醫一般診所,彰化縣秀水鄉,04-7692547___總面積:40,彰化縣秀水鄉彰水路二段三號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837130063,顧安中醫診所,私立中醫診所,中醫一般診所,彰化縣花壇鄉,04-7875859___總面積:132,彰化縣花壇鄉北口村中山路二段６３６號一、二樓,,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837131079,佳仁堂中醫診所,私立中醫診所,中醫一般診所,彰化縣花壇鄉,04-7880251___總面積:106,彰化縣花壇鄉中山路二段六十、六十二號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837131097,彰芳中醫診所,私立中醫診所,中醫一般診所,彰化縣花壇鄉,04-7879978___總面積:93.65,彰化縣花壇鄉中山路二段五五一號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837140023,濟生中醫診所,私立中醫診所,中醫一般診所,彰化縣芬園鄉,04-9521756___總面積:39.6,彰化縣芬園鄉社口村清水路四十六號,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837140041,存德中醫診所,私立中醫診所,中醫一般診所,彰化縣芬園鄉,04-9522452___總面積:40,彰化縣芬園鄉社口村芬草路二段２８４巷９號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837041089,人和堂中醫診所,私立中醫診所,中醫一般診所,彰化縣北斗鎮,04-8889138___總面積:200,彰化縣北斗鎮後溪巷9號1樓,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837041098,寶田中醫診所,私立中醫診所,中醫一般診所,彰化縣北斗鎮,04-8872153___總面積:58,彰化縣北斗鎮中華路260號,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837041105,勢登中醫診所,私立中醫診所,中醫診所,彰化縣北斗鎮,04-8872347___總面積:99.31,彰化縣北斗鎮斗苑路一段９４號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837050033,進安中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04-8329311___總面積:56,彰化縣員林市中正路１３２號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837050097,順規中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04-8320421___總面積:32,彰化縣員林市惠來里光明南街47號1樓,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837050122,萬德堂中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04-8359395___總面積:50,彰化縣員林市莒光路３７０號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837050186,許文輝中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04_8326909,彰化縣員林市民生里永昌街７號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837050202,順星中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04-8354502___總面積:35.55,彰化縣員林市育英路５８０號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837050239,昇德中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04-8355455___總面積:16.53,彰化縣員林市中山南路７６號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837050266,健元中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04-8360770____總面積:60,彰化縣員林市靜修路６２號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837050319,王淑貞中醫診所,私立中醫診所,中醫一般診所,彰化縣員林市,04-8353033___總面積:56,彰化縣員林市三和里實踐街５８號,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845011559,廣泰中醫診所,私立中醫診所,中醫診所,花蓮縣花蓮市,03-8355309,花蓮縣花蓮市中原路468號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845011577,莊瓊貴中醫診所,私立中醫診所,中醫診所,花蓮縣花蓮市,03-8332277,花蓮縣花蓮市復興街126號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845011586,仁濟中醫診所,私立中醫診所,中醫診所,花蓮縣花蓮市,03-8356669,花蓮縣花蓮市中正路43號,,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845011595,國烈中醫診所,私立中醫診所,中醫診所,花蓮縣花蓮市,03-8315188,花蓮縣花蓮市商校街100號1樓,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845030018,杏林中醫診所,私立中醫診所,中醫診所,花蓮縣玉里鎮,03-8885582,花蓮縣玉里鎮光復路170號,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845031033,廣修堂中醫診所,私立中醫診所,中醫診所,花蓮縣玉里鎮,03-8882211,花蓮縣玉里鎮中正路72號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845040514,嘉德中醫診所,私立中醫診所,中醫診所,花蓮縣新城鄉,03-8262192,花蓮縣新城鄉福德路1號,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845050047,藍啟文中醫診所,私立中醫診所,中醫診所,花蓮縣吉安鄉,03-8362888,花蓮縣吉安鄉莊敬路235號,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
